id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
1924,,GCF_000425345,GCF_000425345.1,1,GCA_000425345,GCA_000425345.1,1123053,Rheinheimera baltica DSM 14885,representative genome,PRJNA224116,SAMN02441194,AUDG00000000.1,,latest,Scaffold,Major,2013-07-11,ASM42534v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/345/GCF_000425345.1_ASM42534v1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera baltica,DSM 14885,{},{},2441194,2018-03-28T14:09:26.411Z,2021-03-04T05:28:00.670Z,
1927,,GCF_001038205,GCF_001038205.1,1,GCA_001038205,GCA_001038205.1,67855,Muribacter muris,representative genome,PRJNA224116,SAMN03263884,JWIZ00000000.1,,latest,Contig,Major,2015-06-23,ASM103820v1,University of Copenhagen,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/038/205/GCF_001038205.1_ASM103820v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Muribacter,Muribacter muris,,{},{},3263884,2018-03-28T14:09:26.411Z,2021-03-04T05:28:05.286Z,
2088,,GCF_000439085,GCF_000439085.1,1,GCA_000439085,GCA_000439085.1,1005999,Leminorella grimontii ATCC 33999 = DSM 5078,representative genome,PRJNA224116,SAMN02440792,AUUA00000000.1,,latest,Scaffold,Major,2013-07-19,ASM43908v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/085/GCF_000439085.1_ASM43908v1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella,Leminorella grimontii,ATCC 33999 = DSM 5078,{},{},2440792,2018-03-28T14:09:26.496Z,2021-03-04T05:32:47.028Z,
2089,,GCF_001586165,GCF_001586165.1,1,GCA_001586165,GCA_001586165.1,82983,Obesumbacterium proteus,representative genome,PRJNA224116,SAMN04487151,,,latest,Complete Genome,Major,2016-03-10,ASM158616v1,Charles River,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/586/165/GCF_001586165.1_ASM158616v1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Obesumbacterium,Obesumbacterium proteus,,{},{},4487151,2018-03-28T14:09:26.496Z,2021-03-04T05:32:48.061Z,
2632,,GCF_001705075,GCF_001705075.1,1,GCA_001705075,GCA_001705075.1,163359,Acidiferrobacter thiooxydans,representative genome,PRJNA224116,SAMN05526184,MDCF00000000.1,,latest,Contig,Major,2016-08-15,ASM170507v1,Central South University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/075/GCF_001705075.1_ASM170507v1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Acidiferrobacter,Acidiferrobacter thiooxydans,,{},{},5526184,2018-03-28T14:09:26.804Z,2021-03-04T05:48:35.207Z,
2721,,GCF_000215955,GCF_000215955.2,2,GCA_000215955,GCA_000215955.3,1033802,Salinisphaera shabanensis E1L3A,representative genome,PRJNA224116,SAMN02472183,AFNV00000000.2,,latest,Contig,Major,2013-09-12,SSPSH_V2,King Abdullah University of Science and Technology (KAUS),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/215/955/GCF_000215955.2_SSPSH_V2,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis,E1L3A,{},{},2472183,2018-03-28T14:09:26.862Z,2021-03-04T05:51:12.892Z,
2858,,GCF_001975225,GCF_001975225.1,1,GCA_001975225,GCA_001975225.1,208223,Kosakonia cowanii,representative genome,PRJNA224116,SAMN06219867,,,latest,Complete Genome,Major,2017-01-30,ASM197522v1,the First Affiliated Hospital of Zhejiang Chinese Medical University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/975/225/GCF_001975225.1_ASM197522v1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia cowanii,,{},{},6219867,2018-03-28T14:09:26.969Z,2021-03-04T05:55:00.566Z,
3019,,GCF_900156225,GCF_900156225.1,1,GCA_900156225,GCA_900156225.1,233100,Ectothiorhodosinus mongolicus,representative genome,PRJNA224116,SAMN05216526,FTPK00000000.1,,latest,Contig,Major,2017-01-20,IMG-taxon 2681812864 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/225/GCF_900156225.1_IMG-taxon_2681812864_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodosinus,Ectothiorhodosinus mongolicus,,{},{},5216526,2018-03-28T14:09:27.068Z,2021-03-04T05:59:38.713Z,
3135,,GCF_000024085,GCF_000024085.1,1,GCA_000024085,GCA_000024085.1,523791,Kangiella koreensis DSM 16069,representative genome,PRJNA224116,SAMN00002604,,,latest,Complete Genome,Major,2009-08-28,ASM2408v1,US DOE Joint Genome Institute (JGI-PGF),ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/024/085/GCF_000024085.1_ASM2408v1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella koreensis,DSM 16069,{},{},2604,2018-03-28T14:09:27.150Z,2021-03-04T06:03:10.313Z,
3229,,GCF_001889065,GCF_001889065.1,1,GCA_001889065,GCA_001889065.1,279832,Suttonella ornithocola,representative genome,PRJNA224116,SAMN04631817,LWHB00000000.1,,latest,Contig,Major,2016-12-05,ASM188906v1,Bar-Ilan University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/889/065/GCF_001889065.1_ASM188906v1,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Suttonella,Suttonella ornithocola,,{},{},4631817,2018-03-28T14:09:27.215Z,2021-03-04T06:05:56.534Z,
3351,,GCF_000711985,GCF_000711985.1,1,GCA_000711985,GCA_000711985.1,1123055,Pararheinheimera texasensis DSM 17496,representative genome,PRJNA224116,SAMN02745773,JONU00000000.1,,latest,Scaffold,Major,2014-06-25,ASM71198v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/711/985/GCF_000711985.1_ASM71198v1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Pararheinheimera,Pararheinheimera texasensis,DSM 17496,{},{},2745773,2018-03-28T14:09:27.284Z,2021-03-04T06:09:37.949Z,
3762,,GCF_000377745,GCF_000377745.1,1,GCA_000377745,GCA_000377745.1,1121921,Gilvimarinus chinensis DSM 19667,representative genome,PRJNA224116,SAMN02441352,ARIX00000000.1,,latest,Scaffold,Major,2013-04-23,ASM37774v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/377/745/GCF_000377745.1_ASM37774v1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,DSM 19667,{},{},2441352,2018-03-28T14:09:27.586Z,2021-03-04T06:21:59.534Z,
4090,,GCF_000314975,GCF_000314975.1,1,GCA_000314975,GCA_000314975.1,1127673,Aliiglaciecola lipolytica E3,representative genome,PRJNA224116,SAMD00036600,BAEN00000000.1,,latest,Contig,Major,2012-10-30,ASM31497v1,Shandong University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/975/GCF_000314975.1_ASM31497v1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliiglaciecola,Aliiglaciecola lipolytica,E3,{},{},4316915,2018-03-28T14:09:27.825Z,2021-03-04T06:31:42.194Z,
4419,,GCF_000188195,GCF_000188195.1,1,GCA_000188195,GCA_000188195.1,762983,Succinatimonas hippei YIT 12066,representative genome,PRJNA224116,SAMN00189159,AEVO00000000.1,,latest,Scaffold,Major,2011-02-08,ASM18819v1,Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/195/GCF_000188195.1_ASM18819v1,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,YIT 12066,{},{},12519839,2018-03-28T14:09:28.068Z,2021-03-04T06:41:20.572Z,
4752,,GCF_002077135,GCF_002077135.1,1,GCA_002077135,GCA_002077135.1,993689,Metallibacterium scheffleri,representative genome,PRJNA224116,SAMN03450778,LDOS00000000.1,,latest,Scaffold,Major,2017-04-03,ASM207713v1,KIT Karlsruhe,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/077/135/GCF_002077135.1_ASM207713v1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Metallibacterium,Metallibacterium scheffleri,,{},{},3450778,2018-03-28T14:09:28.301Z,2021-03-04T06:51:11.038Z,
4832,,GCF_000744735,GCF_000744735.1,1,GCA_000744735,GCA_000744735.1,1415778,Porticoccus hydrocarbonoclasticus MCTG13d,representative genome,PRJNA224116,SAMN02744760,JQMM00000000.1,,latest,Contig,Major,2014-08-28,ASM74473v1,DOE Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/744/735/GCF_000744735.1_ASM74473v1,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,Porticoccus hydrocarbonoclasticus,MCTG13d,{},{},2744760,2018-03-28T14:09:28.384Z,2021-03-04T06:53:34.514Z,
4843,,GCF_900113085,GCF_900113085.1,1,GCA_900113085,GCA_900113085.1,1076937,Fontimonas thermophila,representative genome,PRJNA224116,SAMN04488120,FOOC00000000.1,,latest,Scaffold,Major,2016-11-02,IMG-taxon 2622736503 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/085/GCF_900113085.1_IMG-taxon_2622736503_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Fontimonas,Fontimonas thermophila,,{},{},4488120,2018-03-28T14:09:28.384Z,2021-03-04T06:53:52.414Z,
5079,,GCF_000300815,GCF_000300815.1,1,GCA_000300815,GCA_000300815.1,1046714,Gayadomonas joobiniege G7,representative genome,PRJNA224116,SAMN02472144,AMRX00000000.1,,latest,Contig,Major,2012-10-01,Gayjoov1,Yonsei University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/815/GCF_000300815.1_Gayjoov1,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Gayadomonas,Gayadomonas joobiniege,G7,{},{},2472144,2018-03-28T14:09:28.567Z,2021-03-04T07:01:09.092Z,
5113,,GCF_000807275,GCF_000807275.1,1,GCA_000807275,GCA_000807275.1,1267021,Frischella perrara,representative genome,PRJNA224116,SAMN02900470,,,latest,Complete Genome,Major,2014-12-23,ASM80727v1,University of Lausanne,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/807/275/GCF_000807275.1_ASM80727v1,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,,{},{},2900470,2018-03-28T14:09:28.601Z,2021-03-04T07:02:08.993Z,
5295,,GCF_002072955,GCF_002072955.1,1,GCA_002072955,GCA_002072955.1,1420851,Methyloprofundus sedimenti,representative genome,PRJNA224116,SAMN04347413,LPUF00000000.1,,latest,Contig,Major,2017-03-28,ASM207295v1,California Institute of Technology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/955/GCF_002072955.1_ASM207295v1,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methyloprofundus,Methyloprofundus sedimenti,,{},{},4347413,2018-03-28T14:09:28.704Z,2021-03-04T07:07:29.579Z,
5680,,GCF_001697225,GCF_001697225.1,1,GCA_001697225,GCA_001697225.1,1810504,Immundisolibacter cernigliae,representative genome,PRJNA224116,SAMN04528780,,,latest,Complete Genome,Major,2016-08-02,ASM169722v1,University of North Carolina - Chapel Hill,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/697/225/GCF_001697225.1_ASM169722v1,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,Immundisolibacter cernigliae,,{},{},4528780,2018-03-28T14:09:29.037Z,2021-03-04T07:20:18.070Z,
5701,,GCF_001888055,GCF_001888055.1,1,GCA_001888055,GCA_001888055.1,1839807,Rappaport israeli,representative genome,PRJNA224116,SAMN04631816,LXHZ00000000.1,,latest,Contig,Major,2016-12-01,ASM188805v1,Bar-Ilan University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/055/GCF_001888055.1_ASM188805v1,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Rappaport,Rappaport israeli,,{},{},4631816,2018-03-28T14:09:29.037Z,2021-03-04T07:21:00.012Z,
