,gene_id,version,phylum,class,order,family,genus,species_x,DBD,id,species,tsne-pca500-one,tsne-pca500-two
44,GLE_RS20340,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS20340,GLE,20.836025,-2.7877226
45,GLE_RS20215,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,LytTR,GCF_001442515.1-GLE_RS20215,GLE,19.09243,6.221697
46,GLE_RS18975,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS18975,GLE,-19.987036,7.3941097
47,GLE_RS18640,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS18640,GLE,0.7442459,17.088009
48,GLE_RS18195,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS18195,GLE,3.574823,19.783014
49,GLE_RS17545,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,,GCF_001442515.1-GLE_RS17545,GLE,5.6403646,-12.420456
50,GLE_RS17540,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,,GCF_001442515.1-GLE_RS17540,GLE,-1.7087916,-19.047373
51,GLE_RS19240,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS19240,GLE,-24.307543,-0.758629
52,GLE_RS19145,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS19145,GLE,-22.068918,7.0692086
53,GLE_RS17495,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,,GCF_001442515.1-GLE_RS17495,GLE,14.611772,-10.988677
54,GLE_RS17415,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS17415,GLE,-22.351723,-3.4297087
55,GLE_RS16345,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS16345,GLE,-10.651586,17.290178
56,GLE_RS15655,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS15655,GLE,22.734316,-3.9811428
57,GLE_RS15500,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS15500,GLE,25.23819,1.5326427
58,GLE_RS16530,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS16530,GLE,25.567892,-16.856318
59,GLE_RS14120,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS14120,GLE,-3.4260094,1.4306594
60,GLE_RS13650,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS13650,GLE,-27.40121,-5.216288
61,GLE_RS13110,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS13110,GLE,-9.172395,-0.49829608
62,GLE_RS13030,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS13030,GLE,29.475552,-3.2667065
63,GLE_RS12615,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS12615,GLE,23.329569,-15.575807
64,GLE_RS12005,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,,GCF_001442515.1-GLE_RS12005,GLE,-0.42740887,-20.292873
65,GLE_RS11565,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS11565,GLE,28.56163,-11.186597
66,GLE_RS11395,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS11395,GLE,-13.553796,3.6117938
67,GLE_RS11250,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS11250,GLE,-18.183142,1.6189961
68,GLE_RS10715,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,CheB_methylest,GCF_001442515.1-GLE_RS10715,GLE,3.3386579,-21.305578
69,GLE_RS10710,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GGDEF,GCF_001442515.1-GLE_RS10710,GLE,-1.2196668,1.3614026
70,GLE_RS09980,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HD,GCF_001442515.1-GLE_RS09980,GLE,-6.1884694,3.790577
71,GLE_RS09635,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS09635,GLE,-10.596286,21.331139
72,GLE_RS07845,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS07845,GLE,-16.379192,-4.6031656
73,GLE_RS07815,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS07815,GLE,-17.751726,5.02735
74,GLE_RS10365,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS10365,GLE,-9.104709,24.57097
75,GLE_RS07240,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS07240,GLE,-8.300305,-6.9831486
76,GLE_RS07150,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS07150,GLE,-10.609892,-5.243517
77,GLE_RS06925,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS06925,GLE,21.756603,-0.9521736
78,GLE_RS06760,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,LytTR,GCF_001442515.1-GLE_RS06760,GLE,20.810446,9.33957
79,GLE_RS04475,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS04475,GLE,-22.604933,-4.7606635
80,GLE_RS03010,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,HTH_8,GCF_001442515.1-GLE_RS03010,GLE,-2.424121,15.584848
81,GLE_RS02805,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,LytTR,GCF_001442515.1-GLE_RS02805,GLE,20.729794,9.294511
82,GLE_RS02740,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,Trans_reg_C,GCF_001442515.1-GLE_RS02740,GLE,-8.150644,1.030416
83,GLE_RS02480,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS02480,GLE,30.738882,-3.2591548
84,GLE_RS00675,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS00675,GLE,24.69107,-16.169058
85,GLE_RS00210,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS00210,GLE,20.133455,-23.483585
86,GLE_RS00020,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,GerE,GCF_001442515.1-GLE_RS00020,GLE,30.94243,-4.0752773
87,GLE_RS00010,GCF_001442515.1,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter enzymogenes,,GCF_001442515.1-GLE_RS00010,GLE,20.091618,-22.995937
88,D481_RS0115170,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,CheW,GCF_000565345.1-D481_RS0115170,D481,17.714792,17.43102
89,D481_RS0113965,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,HTH_8,GCF_000565345.1-D481_RS0113965,D481,9.322794,14.029424
90,D481_RS0113865,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0113865,D481,-24.008377,8.152458
91,D481_RS0113415,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,,GCF_000565345.1-D481_RS0113415,D481,-5.2315,8.7051
92,D481_RS21470,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,CheW,GCF_000565345.1-D481_RS21470,D481,18.4707,21.080074
93,D481_RS0113185,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0113185,D481,-28.547562,-1.0217216
94,D481_RS0113165,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,GerE,GCF_000565345.1-D481_RS0113165,D481,26.12392,-4.510334
95,D481_RS0113055,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0113055,D481,-20.106695,-12.235995
96,D481_RS0112735,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,GerE,GCF_000565345.1-D481_RS0112735,D481,17.546436,-2.6065073
97,D481_RS0112015,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0112015,D481,-2.0220654,-0.26405117
98,D481_RS0111755,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0111755,D481,-8.553684,-1.1808041
99,D481_RS0110320,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,HTH_8,GCF_000565345.1-D481_RS0110320,D481,7.4352365,19.016256
100,D481_RS0110265,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,LytTR,GCF_000565345.1-D481_RS0110265,D481,24.26369,11.237481
101,D481_RS0109070,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0109070,D481,-5.4803357,-5.24723
102,D481_RS0108030,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,CheW,GCF_000565345.1-D481_RS0108030,D481,9.106808,-4.312392
103,D481_RS0106390,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,,GCF_000565345.1-D481_RS0106390,D481,-5.973801,-9.836776
104,D481_RS19305,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,HD,GCF_000565345.1-D481_RS19305,D481,1.8978188,30.95642
105,D481_RS0105980,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,EAL,GCF_000565345.1-D481_RS0105980,D481,-27.0152,8.005499
106,D481_RS0104985,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,,GCF_000565345.1-D481_RS0104985,D481,5.794934,-5.154218
107,D481_RS0103610,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0103610,D481,-11.301008,2.2815917
108,D481_RS0102925,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,GerE,GCF_000565345.1-D481_RS0102925,D481,24.212503,-17.402414
109,D481_RS0100895,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0100895,D481,-13.458891,-2.8522894
110,D481_RS0100675,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,HTH_8,GCF_000565345.1-D481_RS0100675,D481,0.61768657,9.593939
111,D481_RS0100570,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,,GCF_000565345.1-D481_RS0100570,D481,6.83123,0.70415354
112,D481_RS0100555,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,CheB_methylest,GCF_000565345.1-D481_RS0100555,D481,10.695571,-9.662605
113,D481_RS0100305,GCF_000565345.1,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Salinivibrio,Salinivibrio costicola,Trans_reg_C,GCF_000565345.1-D481_RS0100305,D481,-12.777859,-12.306817
114,THINI_RS22445,GCF_000260135.1,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix nivea,GerE,GCF_000260135.1-THINI_RS22445,THINI,9.780798,-25.345383
